name,locality,cuisines,cost,highlights,aggregate_rating,rating_text,votes,type
Clock Tower Cafe,Paltan Bazaar,North Indian,200,Cash,3,Average,10,Restaurant/Shop
Shree Radhey - Aap Ki Rasoi,Chukkuwala,Fast Food,250,"Delivery, Debit Card, Dinner, Cash, Takeaway Available, Credit Card, Lunch, Air Conditioned, Pure Veg, Indoor Seating, Free Wifi",3,Average,13,Quick Bites
Domnik Pizza,Prem Nagar,Pizza,350,"Takeaway Available, No Alcohol Available, Cash, Credit Card, Lunch, Delivery, Debit Card, Dinner, Indoor Seating, Air Conditioned, Free Parking, Digital Payments Accepted",3.8,Good,126,Quick Bites
Chicken Inn,Hathibarkala Salwala,North Indian,700,"Cash, Lunch, Delivery, Dinner, No Alcohol Available, Indoor Seating",3.9,Good,142,Dhaba
Pizza Hub,Prem Nagar,Pizza,300,"Cash, No Alcohol Available, Indoor Seating, Air Conditioned",3.8,Good,68,Quick Bites
Domnik Pizza,Subhash Nagar,Pizza,350,"No Alcohol Available, Dinner, Delivery, Credit Card, Lunch, Cash, Takeaway Available, Debit Card, Free Parking, Air Conditioned, Indoor Seating, Digital Payments Accepted",4,Very Good,98,Quick Bites
Krazy for Coffee,Garhi Cantt,Cafe,350,"No Alcohol Available, Dinner, Takeaway Available, Lunch, Cash, Outdoor Seating, Indoor Seating",3.8,Good,95,Cafe
Amritsari Junction,Jakhan,North Indian,200,"Cash, Dinner, Lunch, Takeaway Available, Delivery",3.8,Good,142,Quick Bites
Dominos Pizza,Balliwala,"Pizza, Fast Food",400,"Cash, Takeaway Available, Debit Card, No Alcohol Available, Dinner, Delivery, Credit Card, Lunch, Free Parking, Indoor Seating, Air Conditioned",3.9,Good,108,Quick Bites
Rising Dough,Hathibarkala Salwala,Cafe,500,"Delivery, Lunch, Credit Card, No Alcohol Available, Dinner, Takeaway Available, Air Conditioned, Indoor Seating, Table Reservation Not Required",4,Very Good,125,Cafe
Delhi Chicken Point,Ballupur,"North Indian, Mughlai",450,"Lunch, Cash, Takeaway Available, Dinner, Delivery, Indoor Seating",4,Very Good,133,Quick Bites
Downtown Multicusine Restaurant,Chironwali,"North Indian, Chinese, Desserts, Beverages, Ice Cream, Tea",700,"Credit Card, Dinner, Delivery, Cash, Lunch, Takeaway Available, Free Parking, Indoor Seating, Air Conditioned, Kid Friendly, Smoking Area, City View, Rooftop, Brunch, Catering Available, Private Dining Area Available, Wifi",4,Very Good,172,Casual Dining
Kathi Xpress,Balliwala,"North Indian, Rolls",300,"Dinner, Cash, Lunch, Takeaway Available, Air Conditioned, Digital Payments Accepted, Indoor Seating",3.9,Good,169,Casual Dining
9 Downtown,Malsi,"Cafe, Momos",350,"Delivery, Credit Card, Takeaway Available, Lunch, Dinner, Debit Card, No Alcohol Available, Cash, Indoor Seating, Air Conditioned, Outdoor Seating, Wifi, Table Reservation Not Required",3.9,Good,103,Cafe
The Shawarma King,Dharampur,Fast Food,200,"Dinner, Takeaway Available, Lunch, Cash, Indoor Seating",3.7,Good,90,Quick Bites
Rajdhani Chicken Point,Race Course,North Indian,200,"Cash, Takeaway Available, Dinner, No Alcohol Available, Indoor Seating",3.7,Good,175,Dhaba
Noodle House,Hathibarkala Salwala,"Chinese, Thai, Tibetan",600,"Credit Card, Dinner, Debit Card, Lunch, Takeaway Available, Cash, Delivery, Digital Payments Accepted, Indoor Seating, Table Reservation Not Required",3.9,Good,89,Casual Dining
Bread Story,Khurbura,"Fast Food, Juices",400,"Lunch, Cash, Takeaway Available, Debit Card, Dinner, Credit Card, Free Parking, Free Wifi, Indoor Seating, Digital Payments Accepted, Self Service",3.8,Good,55,Quick Bites
Lemon Grass Garden,Hathibarkala Salwala,Cafe,450,"Cash, Takeaway Available, Dinner, Breakfast, Debit Card, No Alcohol Available, Credit Card, Lunch, Outdoor Seating, Indoor Seating, Table Reservation Not Required",3.9,Good,78,Cafe
Gulab Sweets,Subhash Nagar,"Mithai, Fast Food, North Indian",300,"Cash, Takeaway Available, Credit Card, Indoor Seating, Pure Veg, Desserts and Bakes, Air Conditioned",3.9,Good,105,Sweet Shop
Big Bees Pizza,Malsi,Italian,550,"Credit Card, Lunch, Debit Card, Dinner, Takeaway Available, Cash, No Alcohol Available, Digital Payments Accepted, Indoor Seating, Free Parking",3.9,Good,80,Quick Bites
Base N Burger,Karanpur,"Fast Food, Sandwich",250,"Delivery, Indoor Seating, Air Conditioned, Digital Payments Accepted",3.8,Good,97,Quick Bites
31 Flavours,Paltan Bazaar,"Chinese, Italian, North Indian, South Indian, Momos",350,"Cash, No Alcohol Available, Dinner, Takeaway Available, Lunch, Outdoor Seating, Indoor Seating",3.7,Good,90,Quick Bites
Cafe Valley Retreat,Rajpur,Cafe,750,"No Alcohol Available, Cash, Lunch, Dinner, Table booking recommended, Axis Bank - Dining Delights, Indoor Seating, Outdoor Seating, Air Conditioned, Digital Payments Accepted, Smoking Area",4,Very Good,86,Cafe
Nathus Sweets,Majra,"Mithai, North Indian, South Indian, Fast Food",500,"Credit Card, Debit Card, No Alcohol Available, Dinner, Cash, Takeaway Available, Breakfast, Lunch, Delivery, Free Parking, Pure Veg, Desserts and Bakes, Indoor Seating, Air Conditioned",3.6,Good,81,Quick Bites
First Crush Cafe,Ballupur,"Coffee, Beverages, Burger, Pizza",300,"Credit Card, No Alcohol Available, Cash, Debit Card, Delivery, Indoor Seating, Digital Payments Accepted, Free Wifi, Outdoor Seating, Desserts and Bakes, Air Conditioned",3.8,Good,79,Cafe
Uncle Johns Pizza,Raipur,"Fast Food, Beverages, Pizza",600,"Dinner, Delivery, Lunch, Cash, Takeaway Available, Free Parking, Indoor Seating, Air Conditioned, Pure Veg, Drive Thru, Digital Payments Accepted",3.7,Good,86,Quick Bites
Kumar Sweet Shop,Jakhan,"North Indian, South Indian, Chinese, Mithai",450,"No Alcohol Available, Credit Card, Cash, Takeaway Available, Debit Card, Dinner, Lunch, Air Conditioned, Digital Payments Accepted, Indoor Seating, Pure Veg, Free Parking",3.9,Good,92,Quick Bites
My Wifes Place,Hathibarkala Salwala,"North Indian, Chinese",800,"Lunch, Delivery, Credit Card, Dinner, Luxury Dining, Air Conditioned, Fullbar, Indoor Seating, 4/5 Star, Table Reservation Not Required, Serves Cocktails",3.9,Good,136,Fine Dining
Terrazzo,Ballupur,"North Indian, Chinese, Continental, Burger, Indian, Pizza",400,"Lunch, Takeaway Available, Debit Card, No Alcohol Available, Dinner, Cash, Delivery, Credit Card, Free Parking, Outdoor Seating, Rooftop, Available for Functions, Table Reservation Not Required, Smoking Area, Nightlife, Indoor Seating, Air Conditioned",3.5,Good,14,Fine Dining
Green View Doon Restaurant,Malsi,"North Indian, Chinese",400,"Credit Card, Dinner, Takeaway Available, Cash, Debit Card, Lunch, Air Conditioned, Rooftop, Digital Payments Accepted, Smoking Area, Indoor Seating",3.1,Average,4,Fine Dining
Daawat,Khurbura,"North Indian, Chinese, Continental, South Indian",700,"Credit Card, Lunch, Breakfast, Dinner, Air Conditioned, 4/5 Star, Indoor Seating, Luxury Dining",0,Not rated,2,Fine Dining
Ashnan Restaurant,Jakhan,"Chinese, North Indian, Fast Food",500,"Credit Card, Lunch, Debit Card, Delivery, Dinner, Cash, Takeaway Available, 4/5 Star, Air Conditioned, Outdoor Seating, Digital Payments Accepted",3.7,Good,169,Casual Dining
Punjab Restaurant,Race Course,"North Indian, Chinese",700,"Credit Card, Lunch, Delivery, Dinner, Air Conditioned, Indoor Seating",3.7,Good,186,Casual Dining
aAL-Baik Family Restaurant,Garhi Cantt,"Fast Food, North Indian",700,"No Alcohol Available, Takeaway Available, Lunch, Debit Card, Dinner, Cash, Delivery, Credit Card, Air Conditioned, Digital Payments Accepted, Indoor Seating",3.7,Good,128,Casual Dining
Sunset Home Kitchen,Karanpur,"North Indian, Chinese",500,"Credit Card, Delivery, Lunch, Takeaway Available, Dinner, Outdoor Seating",4,Very Good,217,Casual Dining
Wild West Restaurant & Cafe,Rajpur,"Chinese, Italian, Indian",500,"Lunch, Cash, Credit Card, Dinner, Takeaway Available, Debit Card, Outdoor Seating, Air Conditioned, Indoor Seating, Table Reservation Not Required",3.9,Good,56,Casual Dining
Kumar Foods Restaurant,Chukkuwala,"North Indian, Chinese, Continental",800,"Takeaway Available, Delivery, Dinner, Credit Card, Debit Card, Serves Alcohol, Lunch, Cash, Air Conditioned, Above 18 Only, Table booking recommended, Indoor Seating, Fullbar, Digital Payments Accepted",3.9,Good,93,Casual Dining
Kumar Vegetarian,Chukkuwala,"South Indian, North Indian, Chinese",750,"Cash, Lunch, Credit Card, Debit Card, Takeaway Available, Dinner, Pure Veg, Indoor Seating, Air Conditioned",3.9,Good,95,Casual Dining
Sammaan Restaurant,Race Course,North Indian,400,"Dinner, Lunch, Cash, Delivery, Takeaway Available, Breakfast, Pure Veg, Table Reservation Not Required, Indoor Seating",3.8,Good,87,Casual Dining
Doon Tripple Nine,Krishna Nagar,"North Indian, Chinese",600,"Credit Card, Dinner, Cash, Lunch, Delivery, Takeaway Available, Debit Card, Indoor Seating, Air Conditioned",3.9,Good,102,Casual Dining
Savour Flavour,Majra,"North Indian, Chinese, Fast Food",700,"Lunch, Delivery, Dinner, Cash, Takeaway Available, Indoor Seating, Free Parking",3.4,Average,96,Casual Dining
New Jain Vegetarian,Paltan Bazaar,North Indian,300,"Dinner, No Alcohol Available, Lunch, Takeaway Available, Cash, Pure Veg, Indoor Seating",3.7,Good,92,Casual Dining
Bhura Chicken Corner,Race Course,North Indian,500,"Takeaway Available, Dinner, Cash, Indoor Seating",3.8,Good,115,Casual Dining
Kumar Sweets and Restaurant,Subhash Nagar,"North Indian, South Indian, Chinese, Mithai",450,"Lunch, Delivery, Debit Card, No Alcohol Available, Dinner, Cash, Takeaway Available, Credit Card, Indoor Seating, Air Conditioned, Pure Veg, Desserts and Bakes",3.6,Good,69,Casual Dining
Cafe Headquarters,Prem Nagar,Cafe,0,"Dinner, Lunch, Air Conditioned, Indoor Seating, Wifi",3.4,Average,73,Cafe
Aman Vegetarian,Race Course,North Indian,300,"Takeaway Available, Dinner, Cash, Lunch, Breakfast, Indoor Seating, Digital Payments Accepted, Table Reservation Not Required",3.6,Good,70,Casual Dining
The Dim Sum House,Malsi,"Chinese, Continental, Thai, Momos",550,"Dinner, Takeaway Available, Credit Card, Debit Card, Cash, Lunch, No Alcohol Available, Wifi, Indoor Seating, Free Parking, Table Reservation Not Required",3.5,Good,60,Casual Dining
H2 Club,Ballupur,"Chinese, North Indian",750,"Credit Card, Takeaway Available, Dinner, Lunch, Serves Alcohol, Air Conditioned, Indoor Seating",3.9,Good,90,Casual Dining
The Old Monkeys Cafe,Subhash Nagar,"American, Cafe, Italian",600,"Debit Card, Delivery, Cash, No Alcohol Available, Credit Card, Dinner, Takeaway Available, Lunch, Indoor Seating, Wifi",3.5,Good,63,Casual Dining
Hill Queen Restro Bar Cafe,Karanpur,"Cafe, North Indian",800,"Debit Card, Dinner, Takeaway Available, Serves Alcohol, Cash, Delivery, Credit Card, Lunch, Outdoor Seating, Live Sports Screening, Free Wifi, Indoor Seating, Fullbar, Smoking Area, Gastro Pub, Live Music, Wifi, Table Reservation Not Required",3.7,Good,64,Cafe
Mirchillies,Subhash Nagar,"North Indian, Chinese, Mughlai",600,"Cash, Takeaway Available, Lunch, Delivery, No Alcohol Available, Dinner, Air Conditioned, Indoor Seating",3.8,Good,69,Casual Dining
Lhasa Restaurant,Rajpur,"Chinese, Tibetan",500,"Dinner, Takeaway Available, Cash, Indoor Seating, Table Reservation Not Required",4,Very Good,63,Casual Dining
Doon Tripple nine,Kaonli,"North Indian, Chinese",600,"Dinner, Delivery, Credit Card, Lunch, Cash, Takeaway Available, Debit Card, Indoor Seating, Air Conditioned",3.8,Good,75,Casual Dining
Sagar Ratna,Jakhan,South Indian,500,"Lunch, Credit Card, Cash, Dinner, Takeaway Available, Debit Card, Indoor Seating, Pure Veg, Air Conditioned",3.7,Good,60,Casual Dining
Reggae Chilli,Chironwali,"North Indian, Chinese, Italian, Fast Food",800,"Lunch, Cash, Credit Card, Dinner, Takeaway Available, Debit Card, Live Music, Indoor Seating",3.6,Good,58,Casual Dining
Naveen Vegetarian,Ballupur,North Indian,500,"Dinner, Lunch, Air Conditioned, Pure Veg, Indoor Seating",3.6,Good,63,Casual Dining
New Dana Pani Restaurant,Majra,"North Indian, Chinese",500,"Lunch, Cash, Credit Card, No Alcohol Available, Dinner, Delivery, Debit Card, Indoor Seating, Table booking recommended, Air Conditioned",3.7,Good,50,Casual Dining
Lemon Chilli Family Restaurant,Race Course,North Indian,600,"Cash, Debit Card, Dinner, Delivery, Credit Card, Lunch, No Alcohol Available, Takeaway Available, Indoor Seating",3.8,Good,77,Casual Dining
Paridhi Restaurant And Fast Food,Majra,"North Indian, Biryani, Fast Food, Chinese, Rolls, Momos",400,"Takeaway Available, Cash, Digital Payments Accepted",3.5,Good,45,Casual Dining
Chanchal Restaurant,Dharampur,"Street Food, Mithai, Chinese, North Indian",550,"Delivery, Debit Card, Dinner, Takeaway Available, Credit Card, Lunch, Cash, Pure Veg, Indoor Seating, Air Conditioned, Desserts and Bakes, Digital Payments Accepted",3.6,Good,77,Sweet Shop
Mulberry Woods Cafe Restro,Kaonli,"Chinese, North Indian, Lebanese",300,"No Alcohol Available, Dinner, Delivery, Credit Card, Lunch, Cash, Takeaway Available, Outdoor Seating, Indoor Seating",3.4,Average,43,Casual Dining
Lhasa Tibet Kitchen,Rajpur,"Chinese, Tibetan",500,"Takeaway Available, Lunch, Cash, Dinner, Indoor Seating, Outdoor Seating, Table Reservation Not Required",3.9,Good,37,Casual Dining
Dehra Darbar Restaurant,Dharampur,"North Indian, Biryani",500,"Dinner, Cash, Takeaway Available, Lunch, Delivery, Indoor Seating, Air Conditioned",3.5,Good,53,Casual Dining
Table 99,Chironwali,"North Indian, Chinese, Continental",500,"Dinner, Cash, Takeaway Available, Debit Card, Lunch, Delivery, Credit Card, Indoor Seating, Outdoor Seating, Air Conditioned",3.6,Good,57,Casual Dining
Gazebo Restaurant & Party Lawn,Rajpur,"North Indian, Chinese, Continental, Mughlai",800,"Credit Card, Breakfast, Cash, No Alcohol Available, Delivery, Lunch, Takeaway Available, Dinner, Digital Payments Accepted, Valet Parking Available, Outdoor Seating, Smoking Area, Wheelchair Accessible, Indoor Seating, Live Sports Screening, Air Conditioned",3.6,Good,32,Casual Dining
Greens Dine Leisure Point,Prem Nagar,"North Indian, Chinese",550,"Dinner, Cash, Delivery, Breakfast, No Alcohol Available, Lunch, Credit Card, Takeaway Available, Indoor Seating, Outdoor Seating, Air Conditioned",3.7,Good,44,Casual Dining
Ginger and Grape,Chukkuwala,"North Indian, Chinese",800,"Takeaway Available, Cash, Lunch, Debit Card, Serves Alcohol, Dinner, Credit Card, Indoor Seating, Nightlife, DJ, Digital Payments Accepted, Axis Bank - Dining Delights, Above 18 Only, Air Conditioned, Fullbar",3.6,Good,42,Casual Dining
Bristal Bar,Krishna Nagar,Finger Food,600,"Serves Alcohol, Takeaway Available, Cash, Credit Card, Debit Card, Air Conditioned, Indoor Seating, Above 18 Only, Nightlife, DJ, Fullbar",3.4,Average,21,Bar
White Biergarten,Krishna Nagar,"Bar Food, Fast Food",600,"Delivery, Dinner, Cash, Credit Card, Lunch, Serves Alcohol, Takeaway Available, Debit Card, Indoor Seating, Table booking recommended, Fullbar",3.4,Average,13,Bar
Sapphire,Majra,"North Indian, Chinese, Continental",700,"Lunch, Credit Card, Dinner, Delivery, Breakfast, Fullbar, Air Conditioned, Smoking Area, Indoor Seating, Table Reservation Not Required",3.4,Average,14,Bar
Polo Bar,"Hotel President, Karanpur",Finger Food,800,"Lunch, Cash, Credit Card, Dinner, Debit Card, Serves Alcohol, Nightlife, Fullbar, Indoor Seating, Air Conditioned, Serves Cocktails, Wifi",3.2,Average,13,Bar
Flavours Bar - Hotel Doon Castle,"Hotel Doon Castle, Kaonli",Finger Food,800,"Credit Card, Serves Alcohol, Air Conditioned, Fullbar, Indoor Seating, Wifi, Nightlife",3.4,Average,10,Bar
The Old Republic,Hathibarkala Salwala,"Finger Food, North Indian",800,"Dinner, Takeaway Available, Debit Card, Delivery, Serves Alcohol, Lunch, Cash, Credit Card, Indoor Seating, Smoking Area, DJ, Fullbar",3.1,Average,5,Casual Dining
Hotel Gaurab Restaurant,"Hotel Gaurab, Paltan Bazaar",Finger Food,700,"Dinner, Credit Card, Serves Alcohol, Takeaway Available, Cash, Lunch, Debit Card, Fullbar, Nightlife, Indoor Seating, Air Conditioned, Above 18 Only, Live Sports Screening",0,Not rated,3,Bar
The Lantern,Malsi,"Indian, Chinese, Continental",500,"Credit Card, Dinner, Lunch, Serves Alcohol, Outdoor Seating",0,Not rated,3,Casual Dining
Madhumati Bar - Hotel Saurab,"Hotel Saurab, Paltan Bazaar",Drinks Only,500,"Serves Alcohol, Credit Card, Dinner, Cash, Lunch, Debit Card, Nightlife, Air Conditioned, Indoor Seating, Wifi, Outdoor Seating, Fullbar, Smoking Area",0,Not rated,3,Bar
The Fusion Destino,Dharampur,North Indian,700,"Takeaway Available, Debit Card, Dinner, Cash, Credit Card, Lunch, Air Conditioned, Indoor Seating, Digital Payments Accepted",0,Not rated,0,Casual Dining
Trishna Bar,Paltan Bazaar,Finger Food,600,"Cash, Credit Card, Debit Card, Above 18 Only, Air Conditioned, Live Sports Screening, Indoor Seating, Fullbar",0,Not rated,0,Quick Bites
Anghithi Hot Drive,Dharampur,"Fast Food, North Indian",200,"Takeaway Available, Cash, Delivery, Digital Payments Accepted",3.8,Good,123,Quick Bites
Auntys Kitchen,Jakhan,"North Indian, Healthy Food",250,"Dinner, Delivery, Lunch, Cash, Takeaway Available, Indoor Seating",3.9,Good,152,Quick Bites
Standard Bakers & Fast Food,Garhi Cantt,"Bakery, Fast Food",200,"No Alcohol Available, Cash, Takeaway Available, Debit Card, Delivery, Credit Card, Free Parking, Indoor Seating, Digital Payments Accepted, Desserts and Bakes",3.8,Good,75,Bakery
Nostalgia,Krishna Nagar,"North Indian, Chinese, Desserts, Indian, Italian, Continental, European",500,"Lunch, Takeaway Available, Debit Card, Dinner, Cash, Delivery, Credit Card, Outdoor Seating, Air Conditioned, Smoking Area, Indoor Seating",4,Very Good,76,Quick Bites
Doon Mughlai - A Family Restaurant,Chukkuwala,"Fast Food, Bakery, North Indian",200,"Dinner, Delivery, Credit Card, Debit Card, No Alcohol Available, Lunch, Cash, Takeaway Available, Breakfast, Air Conditioned, Free Parking, Digital Payments Accepted, Desserts and Bakes, Indoor Seating",3.4,Average,67,Bakery
New Jassi Restaurant,Race Course,"North Indian, Chinese",400,"Dinner, Cash, Debit Card, Lunch, Delivery, Indoor Seating, Air Conditioned, Digital Payments Accepted, Table Reservation Not Required",3.8,Good,89,Quick Bites
Punjabi Foods,Hathibarkala Salwala,"Indian, Mughlai, Chinese",200,"Dinner, Cash, Debit Card, Lunch, Credit Card, No Alcohol Available, Delivery, Air Conditioned, Digital Payments Accepted, Indoor Seating",3.4,Average,106,Quick Bites
Alis Non Vegetarian Restaurant,Karanpur,North Indian,500,"No Alcohol Available, Cash, Debit Card, Dinner, Takeaway Available, Credit Card, Lunch, Indoor Seating, Free Parking, Digital Payments Accepted",3.6,Good,128,Quick Bites
Hunger Bell,Paltan Bazaar,"Chinese, North Indian, Ice Cream",300,"Cash, Takeaway Available, No Alcohol Available, Dinner, Breakfast, Lunch, Indoor Seating",3.8,Good,77,Quick Bites
The Kebabs & Biryani,Jakhan,"North Indian, Biryani",450,"Delivery, No Alcohol Available, Cash, Debit Card, Lunch, Takeaway Available, Credit Card, Dinner, Indoor Seating, Air Conditioned, Free Parking, Digital Payments Accepted",3.6,Good,94,Quick Bites
Subway,"Pacific Mall, Jakhan","Fast Food, Healthy Food, Sandwich, Salad",500,"Dinner, Cash, Takeaway Available, Debit Card, Lunch, Mall Parking, Delivery, Credit Card, Outdoor Seating, Digital Payments Accepted",3.8,Good,87,Quick Bites
Pizza Italia,Subhash Nagar,"Pizza, Italian",200,"Delivery, Dinner, Cash, Takeaway Available, Lunch, Indoor Seating",3.8,Good,61,Quick Bites
Ohh My Food,Prem Nagar,Fast Food,250,"No Alcohol Available, Dinner, Cash, Takeaway Available, Debit Card, Lunch, Delivery, Credit Card, Free Parking, Outdoor Seating, Digital Payments Accepted",3.4,Average,58,Quick Bites
Kolkatas Lazeez Kathi Rolls,Paltan Bazaar,"North Indian, Rolls",250,"Delivery, Dinner, Cash, Lunch, Takeaway Available, Indoor Seating",3.5,Good,79,Quick Bites
Subway,Ballupur,"Fast Food, Healthy Food, Sandwich, Salad",500,"Dinner, Delivery, Credit Card, Lunch, Cash, Takeaway Available, Debit Card, Outdoor Seating, Digital Payments Accepted",3.9,Good,74,Quick Bites
Grill Zone,Subhash Nagar,"South Indian, Continental, Bakery, Ice Cream",250,"Cash, No Alcohol Available, Delivery, Credit Card, Takeaway Available, Dinner, Indoor Seating, Digital Payments Accepted",3.6,Good,70,Quick Bites
Guts & Glory Cafe & Restro,Malsi,"Cafe, Fast Food, North Indian, Chinese",600,"Debit Card, Dinner, Takeaway Available, Credit Card, Lunch, Cash, Delivery, Outdoor Seating, Digital Payments Accepted, Smoking Area, Free Wifi",3.8,Good,32,Cafe
Chicago Pizza,Hathibarkala Salwala,"Pizza, Italian, Continental, Fast Food",600,"Takeaway Available, Cash, No Alcohol Available, Credit Card, Lunch, Delivery, Dinner, Indoor Seating, Free Parking",3.5,Good,61,Quick Bites
Kathi Express,Jakhan,"Rolls, Fast Food",350,"No Alcohol Available, Cash, Dinner, Takeaway Available, Lunch, Outdoor Seating, Free Parking, Digital Payments Accepted",3.7,Good,85,Quick Bites
Sethis Food Corner,Paltan Bazaar,Fast Food,350,"Cash, Takeaway Available, No Alcohol Available, Air Conditioned, Indoor Seating",3.9,Good,101,Quick Bites
Amritsari Express,"Pacific Mall, Jakhan",North Indian,750,"Lunch, Cash, Credit Card, Takeaway Available, No Alcohol Available, Debit Card, Dinner, Mall Parking, Air Conditioned, Indoor Seating, Pure Veg",3.8,Good,93,Quick Bites
Punjabi Dhaba,Paltan Bazaar,"North Indian, Chinese",300,"Takeaway Available, Lunch, Delivery, No Alcohol Available, Cash, Dinner, Indoor Seating, Free Parking, Digital Payments Accepted",3.6,Good,55,Quick Bites
Karishma Foods,Dharampur,"North Indian, Chinese",350,"Lunch, No Alcohol Available, Cash, Dinner, Takeaway Available, Indoor Seating",3.6,Good,59,Quick Bites
Chatar Patar,Hathibarkala Salwala,"Fast Food, Street Food, Momos",400,"Cash, Takeaway Available, Credit Card, Lunch, Debit Card, Dinner, Delivery, No Alcohol Available, Indoor Seating, Free Parking, Digital Payments Accepted",3.8,Good,79,Quick Bites
Chilliz Premium,Dharampur,"Fast Food, North Indian, Chinese",300,"Dinner, Cash, Takeaway Available, Debit Card, Lunch, Delivery, Credit Card, Indoor Seating, Digital Payments Accepted, Air Conditioned",3.7,Good,51,Quick Bites
Patiala Lassi Bar,Jakhan,"Fast Food, Beverages",200,"Takeaway Available, Cash, No Alcohol Available, No Seating Available, Digital Payments Accepted",4,Very Good,74,Beverage Shop
Oggy & Dobby Cafe,Jakhan,Fast Food,250,"Dinner, Cash, Takeaway Available, Debit Card, No Alcohol Available, Lunch, Delivery, Credit Card, Outdoor Seating, Digital Payments Accepted, Indoor Seating",3.4,Average,50,Quick Bites
The Taco Bahl Restaurant,Kaonli,"North Indian, Chinese",350,"Lunch, Cash, Breakfast, No Alcohol Available, Dinner, Takeaway Available, Outdoor Seating",3.7,Good,68,Quick Bites
Doonites Cafe,Subhash Nagar,"Chinese, Continental",500,"Lunch, Cash, Takeaway Available, No Alcohol Available, Dinner, Delivery, Indoor Seating",3.6,Good,36,Quick Bites
The Connoisseur,Malsi,"Chinese, Indian, North Indian, Mughlai",700,"Cash, Delivery, No Alcohol Available, Dinner, Takeaway Available, Lunch, Outdoor Seating, Free Parking, Self Service",3.9,Good,49,Quick Bites
Yo Tibet,Garhi Cantt,"Tibetan, Continental, Beverages",600,"Dinner, Delivery, Lunch, Cash, Takeaway Available, Indoor Seating",3.5,Good,44,Quick Bites
Shi-Wu Corner,Dharampur,"Chinese, North Indian",500,"Cash, Delivery, Lunch, Takeaway Available, Dinner, Indoor Seating",3.6,Good,54,Quick Bites
NEGIs Restro,Prem Nagar,North Indian,200,"Takeaway Available, Lunch, Cash, Dinner, Delivery, Outdoor Seating, Indoor Seating",3.5,Good,23,Quick Bites
Rajdhani Restaurant,Balliwala,"North Indian, Chinese",600,"No Alcohol Available, Credit Card, Cash, Lunch, Breakfast, Takeaway Available, Debit Card, Dinner, Indoor Seating, Free Parking, Digital Payments Accepted",3.8,Good,56,Quick Bites
Baskin Robbins Ice Cream,Karanpur,"Ice Cream, Beverages",300,"No Seating Available, Cash, Debit Card, Takeaway Available, Credit Card, Pure Veg, Air Conditioned, Desserts and Bakes",3.8,Good,37,Dessert Parlour
Bengali Sweet Shop,Chukkuwala,Mithai,250,"Takeaway Available, Delivery, Cash, No Alcohol Available, Dinner, Lunch, Desserts and Bakes, Indoor Seating, Pure Veg, Free Parking",3.7,Good,55,Dessert Parlour
Waffle Hut,Jakhan,Desserts,300,"Delivery, Cash, Takeaway Available, Outdoor Seating, Desserts and Bakes",3.5,Good,12,Dessert Parlour
Baskin Robbins Ice Cream,"Pacific Mall, Jakhan","Ice Cream, Beverages",300,"Cash, No Seating Available, Mall Parking, Credit Card, Takeaway Available, Debit Card, Pure Veg, Desserts and Bakes, Digital Payments Accepted",3.5,Good,25,Dessert Parlour
Waffles World,Karanpur,Desserts,300,"Takeaway Available, No Alcohol Available, Debit Card, Cash, Credit Card, Desserts and Bakes, Digital Payments Accepted, Indoor Seating, Air Conditioned",3.6,Good,29,Dessert Parlour
Scoops Ice Cream Cafe,Ballupur,"Ice Cream, Beverages, Fast Food",300,"Takeaway Available, Cash, Breakfast, Credit Card, Lunch, Dinner, Debit Card, Free Parking, Desserts and Bakes, Indoor Seating, Pure Veg, Digital Payments Accepted",3.6,Good,26,Quick Bites
Giani,Jakhan,"Ice Cream, Desserts",300,"Takeaway Available, Credit Card, Delivery, Cash, Debit Card, Indoor Seating, Digital Payments Accepted, Air Conditioned, Desserts and Bakes",3.5,Good,22,Dessert Parlour
Uniyal Bakers,Dharampur,"Bakery, Desserts",200,"Takeaway Available, Credit Card, Cash, Debit Card, Indoor Seating, Air Conditioned, Desserts and Bakes",3.5,Good,27,Bakery
Tit Bits Bakers,Balliwala,"Fast Food, Desserts, Bakery",250,"Takeaway Available, Cash, Delivery, Credit Card, Debit Card, Indoor Seating, Digital Payments Accepted, Desserts and Bakes, Air Conditioned",3.4,Average,20,Quick Bites
Giani,Ballupur,"Ice Cream, Beverages",350,"Credit Card, Delivery, Cash, Debit Card, Takeaway Available, Indoor Seating",3.5,Good,13,Dessert Parlour
Ellora Homeaids,Chukkuwala,"Fast Food, Desserts, Bakery",300,"Debit Card, Cash, Credit Card, Takeaway Available, Delivery, Desserts and Bakes, Pre-Ordering Required, Air Conditioned, Indoor Seating, Digital Payments Accepted",3.2,Average,10,Bakery
Bake My Way,Race Course,"Bakery, Desserts",400,"Delivery, No Seating Available, Cash, Takeaway Available, Pre-Ordering Required, Digital Payments Accepted, Desserts and Bakes",3.7,Good,15,Dessert Parlour
Rajmithas,Malsi,"Ice Cream, Mithai",300,"Takeaway Available, Cash, Indoor Seating, Pure Veg, Desserts and Bakes",3.3,Average,14,Dessert Parlour
Mast Banarasi Paan Dehradun,Jakhan,Desserts,250,"Cash, Takeaway Available, Debit Card, Desserts and Bakes, Pure Veg, Free Parking, Indoor Seating",3.3,Average,13,Dessert Parlour
